Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - ,,Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3
M,LF,5,70,2,2,LF152_,0,0,1,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,0,0,150,150,1,0,0,0
M,LF,5,70,2,2,LF152_,150,1,6,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,0,150,153,3,6,0,0,4
M,LF,5,70,2,2,LF152_,153,6,2,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,1,153,608,455,2,0,1,0
M,LF,5,70,2,2,LF152_,217,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,1,608,615,7,3,0,0,1
M,LF,5,70,2,2,LF152_,228,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,1,615,618,3,5,0,0,0
M,LF,5,70,2,2,LF152_,231,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,1,618,623,5,4,0,0,0
M,LF,5,70,2,2,LF152_,237,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,1,623,635,12,8,0,0,6
M,LF,5,70,2,2,LF152_,493,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,2,635,871,236,2,0,1,0
M,LF,5,70,2,2,LF152_,508,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,2,871,878,7,3,0,0,0
M,LF,5,70,2,2,LF152_,568,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,2,878,881,3,5,0,0,0
M,LF,5,70,2,2,LF152_,580,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,2,881,886,5,4,0,0,0
M,LF,5,70,2,2,LF152_,608,2,3,2,0,1,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,2,886,888,2,8,0,0,1
M,LF,5,70,2,2,LF152_,610,3,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,888,1493,605,2,0,1,0
M,LF,5,70,2,2,LF152_,615,3,5,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1493,1500,7,3,0,0,0
M,LF,5,70,2,2,LF152_,617,5,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1500,1503,3,5,0,0,0
M,LF,5,70,2,2,LF152_,618,5,4,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1503,1508,5,4,0,0,0
M,LF,5,70,2,2,LF152_,623,4,8,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1508,1521,13,8,0,1,1
M,LF,5,70,2,2,LF152_,635,8,2,3,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1521,1528,7,3,0,0,0
M,LF,5,70,2,2,LF152_,636,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1528,1531,3,5,0,0,0
M,LF,5,70,2,2,LF152_,638,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1531,1536,5,4,0,0,0
M,LF,5,70,2,2,LF152_,639,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,3,1536,1581,45,8,0,0,1
M,LF,5,70,2,2,LF152_,640,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,4,1581,1609,28,2,0,1,0
M,LF,5,70,2,2,LF152_,641,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,4,1609,1616,7,3,0,0,1
M,LF,5,70,2,2,LF152_,644,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,4,1616,1619,3,5,0,0,0
M,LF,5,70,2,2,LF152_,679,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,4,1619,1624,5,4,0,0,0
M,LF,5,70,2,2,LF152_,696,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,4,1624,1644,20,8,2,0,2
M,LF,5,70,2,2,LF152_,809,2,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,5,1644,1792,148,2,0,1,0
M,LF,5,70,2,2,LF152_,810,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,5,1792,1799,7,3,0,0,0
M,LF,5,70,2,2,LF152_,871,2,3,2,0,1,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,5,1799,1802,3,5,0,1,0
M,LF,5,70,2,2,LF152_,878,3,5,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,5,1802,1807,5,4,0,0,1
M,LF,5,70,2,2,LF152_,881,5,4,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,5,1807,1845,38,8,0,0,1
M,LF,5,70,2,2,LF152_,886,4,8,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1845,1855,10,2,0,1,0
M,LF,5,70,2,2,LF152_,888,8,2,3,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1855,1862,7,3,0,0,0
M,LF,5,70,2,2,LF152_,914,2,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1862,1865,3,5,0,0,1
M,LF,5,70,2,2,LF152_,1493,2,3,2,0,1,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1865,1870,5,4,0,0,0
M,LF,5,70,2,2,LF152_,1500,3,5,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1870,1939,69,8,0,1,0
M,LF,5,70,2,2,LF152_,1503,5,4,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1939,1946,7,3,0,0,0
M,LF,5,70,2,2,LF152_,1506,4,0,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1946,1949,3,5,0,1,0
M,LF,5,70,2,2,LF152_,1508,4,8,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1949,1954,5,4,0,0,0
M,LF,5,70,2,2,LF152_,1521,8,3,2,0,1,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,6,1954,1955,1,8,0,0,1
M,LF,5,70,2,2,LF152_,1527,3,0,0,0,0,1,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,7,1955,1982,27,2,0,1,1
M,LF,5,70,2,2,LF152_,1528,3,5,0,0,0,0,,061718_RETRAIN,M,LF,5,70,2,2,LF152_,7,1982,1989,7,3,0,0,0
