Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - ,,Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3
M,GG-CM,5,66,2,3,LF156_,0,0,1,0,0,0,0,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,0,0,150,150,1,0,0,0
M,GG-CM,5,66,2,3,LF156_,28,1,0,0,0,0,1,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,0,150,153,3,6,0,0,4
M,GG-CM,5,66,2,3,LF156_,29,1,0,0,0,0,0,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,1,153,1492,1339,2,0,1,0
M,GG-CM,5,66,2,3,LF156_,31,1,0,0,0,0,1,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,1,1492,1499,7,3,0,0,0
M,GG-CM,5,66,2,3,LF156_,38,1,0,0,0,0,0,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,1,1499,1502,3,5,0,0,2
M,GG-CM,5,66,2,3,LF156_,40,1,0,0,0,0,1,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,1,1502,1507,5,4,0,0,0
M,GG-CM,5,66,2,3,LF156_,71,1,0,0,0,0,0,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,1,1507,1602,95,8,0,0,1
M,GG-CM,5,66,2,3,LF156_,150,1,6,0,0,0,0,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,2,1602,1744,142,2,0,2,0
M,GG-CM,5,66,2,3,LF156_,153,6,2,0,0,0,0,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,2,1744,1751,7,3,0,0,0
M,GG-CM,5,66,2,3,LF156_,541,2,0,0,0,0,1,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,2,1751,1754,3,5,0,1,0
M,GG-CM,5,66,2,3,LF156_,566,2,0,0,0,0,0,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,2,1754,1759,5,4,0,0,0
M,GG-CM,5,66,2,3,LF156_,573,2,0,0,0,0,1,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,2,1759,1763,4,8,0,0,6
M,GG-CM,5,66,2,3,LF156_,618,2,0,0,0,0,1,,061518_RETRAIN,M,GG-CM,5,66,2,3,LF156_,3,1763,2561,798,2,0,1,0
