Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - ,A4 - ,,Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3
M,LF-LD,5,47,0,2,LF152_,4473,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,8,7586,7589,3,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,4489,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,8,7589,7596,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4545,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,8,7596,7599,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4548,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,8,7599,7604,5,4,0,0,1
M,LF-LD,5,47,0,2,LF152_,4556,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,8,7604,7670,66,8,0,0,4
M,LF-LD,5,47,0,2,LF152_,4563,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,9,7670,8780,1110,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4566,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,9,8780,8787,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4571,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,9,8787,8790,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4573,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,9,8790,8795,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4578,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,9,8795,8814,19,8,1,0,1
M,LF-LD,5,47,0,2,LF152_,4579,2,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,10,8814,9373,559,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4605,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,10,9373,9380,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4617,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,10,9380,9383,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4624,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,10,9383,9388,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4627,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,10,9388,9400,12,8,0,0,1
M,LF-LD,5,47,0,2,LF152_,4629,4,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,11,9400,10401,1001,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4632,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,11,10401,10408,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4653,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,11,10408,10411,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4657,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,11,10411,10416,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4664,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,11,10416,10424,8,8,0,0,2
M,LF-LD,5,47,0,2,LF152_,4667,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,12,10424,10614,190,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4670,4,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,12,10614,10621,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4672,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,12,10621,10624,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4692,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,12,10624,10629,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4718,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,12,10629,10651,22,8,0,0,1
M,LF-LD,5,47,0,2,LF152_,4722,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,13,10651,11209,558,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4728,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,13,11209,11216,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4735,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,13,11216,11219,3,5,0,0,1
M,LF-LD,5,47,0,2,LF152_,4737,5,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,13,11219,11224,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4738,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,13,11224,11299,75,8,0,0,2
M,LF-LD,5,47,0,2,LF152_,4743,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11299,11404,105,2,0,2,0
M,LF-LD,5,47,0,2,LF152_,4764,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11404,11411,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4769,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11411,11414,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4776,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11414,11419,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4778,5,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11419,11431,12,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,4779,5,4,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11431,11438,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4784,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11438,11441,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4805,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11441,11446,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4849,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,14,11446,11449,3,8,0,0,1
M,LF-LD,5,47,0,2,LF152_,4851,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,4,LF153_,15,11449,12000,551,2,0,0,2
M,LF-LD,5,47,0,2,LF152_,4856,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,0,0,150,150,1,0,0,0
M,LF-LD,5,47,0,2,LF152_,4863,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,0,150,153,3,6,0,0,2
M,LF-LD,5,47,0,2,LF152_,4866,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,1,153,594,441,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4868,4,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,1,594,601,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4871,4,8,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,1,601,604,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4892,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,1,604,609,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4902,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,1,609,611,2,8,0,0,6
M,LF-LD,5,47,0,2,LF152_,4909,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,2,611,1868,1257,2,0,1,1
M,LF-LD,5,47,0,2,LF152_,4910,5,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,2,1868,1875,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4912,5,4,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,2,1875,1878,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4917,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,2,1878,1883,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4933,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,2,1883,1888,5,8,0,0,7
M,LF-LD,5,47,0,2,LF152_,4939,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,3,1888,2649,761,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4946,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,3,2649,2656,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4949,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,3,2656,2659,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4954,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,3,2659,2664,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4958,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,3,2664,2672,8,8,0,0,3
M,LF-LD,5,47,0,2,LF152_,4959,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,4,2672,3170,498,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,4978,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,4,3170,3177,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,4985,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,4,3177,3180,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,4992,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,4,3180,3185,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,4995,5,4,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,4,3185,3271,86,8,0,0,3
M,LF-LD,5,47,0,2,LF152_,5000,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,3271,5322,2051,2,0,1,1
M,LF-LD,5,47,0,2,LF152_,5016,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5322,5329,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5021,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5329,5332,3,5,0,0,1
M,LF-LD,5,47,0,2,LF152_,5028,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5332,5337,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5029,5,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5337,5870,533,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,5031,5,4,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5870,5877,7,3,0,1,0
M,LF-LD,5,47,0,2,LF152_,5036,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5877,5880,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5052,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5880,5885,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5059,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5885,5939,54,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,5065,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5939,5946,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5066,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5946,5949,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5068,5,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5949,5954,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5069,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,5954,6047,93,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,5074,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,6047,6054,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5103,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,6054,6057,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5117,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,6057,6062,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5120,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,5,6062,8026,1964,8,0,0,1
M,LF-LD,5,47,0,2,LF152_,5123,3,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,6,8026,8137,111,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5124,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,6,8137,8144,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5127,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,6,8144,8147,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5132,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,6,8147,8152,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5151,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,6,8152,8167,15,8,0,0,1
M,LF-LD,5,47,0,2,LF152_,5156,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8167,8279,112,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5163,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8279,8286,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5166,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8286,8289,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5171,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8289,8294,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5185,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8294,8312,18,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,5194,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8312,8319,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5224,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8319,8322,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5238,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8322,8327,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5241,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8327,8412,85,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,5245,3,5,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8412,8419,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5248,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8419,8422,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5253,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8422,8427,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5278,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8427,8545,118,8,0,2,0
M,LF-LD,5,47,0,2,LF152_,5285,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8545,8552,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5292,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8552,8555,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5295,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8555,8560,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5296,4,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8560,8562,2,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,5299,4,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8562,8569,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5300,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8569,8572,3,5,0,0,1
M,LF-LD,5,47,0,2,LF152_,5327,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8572,8577,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5337,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,7,8577,9915,1338,8,0,0,2
M,LF-LD,5,47,0,2,LF152_,5338,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,8,9915,10420,505,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5344,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,8,10420,10427,7,3,0,0,2
M,LF-LD,5,47,0,2,LF152_,5347,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,8,10427,10430,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5352,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,8,10430,10435,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5362,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,3,1,LF154_,8,10435,12000,1565,8,0,0,0
M,LF-LD,5,47,0,2,LF152_,5386,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,0,0,150,150,1,0,0,0
M,LF-LD,5,47,0,2,LF152_,5409,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,0,150,153,3,6,0,0,5
M,LF-LD,5,47,0,2,LF152_,5412,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,153,1550,1397,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5413,3,0,0,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1550,1557,7,3,0,1,0
M,LF-LD,5,47,0,2,LF152_,5414,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1557,1560,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5416,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1560,1565,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5417,5,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1565,1575,10,8,0,1,1
M,LF-LD,5,47,0,2,LF152_,5419,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1575,1582,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5424,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1582,1585,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5458,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1585,1590,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5469,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,1,1590,1626,36,8,0,0,5
M,LF-LD,5,47,0,2,LF152_,5472,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,2,1626,2053,427,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5475,3,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,2,2053,2060,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5476,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,2,2060,2063,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5479,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,2,2063,2068,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5484,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,2,2068,2090,22,8,0,0,3
M,LF-LD,5,47,0,2,LF152_,5503,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,3,2090,2918,828,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5607,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,3,2918,2925,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5610,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,3,2925,2928,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5618,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,3,2928,2933,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5621,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,3,2933,2956,23,8,0,0,4
M,LF-LD,5,47,0,2,LF152_,5625,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,4,2956,3400,444,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5628,5,4,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,4,3400,3407,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5633,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,4,3407,3410,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5667,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,4,3410,3415,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5693,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,4,3415,3428,13,8,0,0,2
M,LF-LD,5,47,0,2,LF152_,5704,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,5,3428,4252,824,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5710,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,5,4252,4259,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5717,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,5,4259,4262,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5720,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,5,4262,4267,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5723,4,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,5,4267,4312,45,8,1,0,3
M,LF-LD,5,47,0,2,LF152_,5725,4,8,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,4312,6665,2353,2,0,2,0
M,LF-LD,5,47,0,2,LF152_,5744,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6665,6672,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5753,8,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6672,6675,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,5756,3,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6675,6680,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,5760,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6680,6688,8,8,0,1,0
M,LF-LD,5,47,0,2,LF152_,5761,5,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6688,6695,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,5763,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6695,6698,3,5,0,1,0
M,LF-LD,5,47,0,2,LF152_,5768,4,8,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6698,6703,5,4,0,0,1
M,LF-LD,5,47,0,2,LF152_,5784,8,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,6,6703,6718,15,8,0,0,6
M,LF-LD,5,47,0,2,LF152_,5785,8,2,3,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,7,6718,7003,285,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,5786,2,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,7,7003,7010,7,3,0,0,0
M,LF-LD,5,47,0,2,LF152_,6803,2,3,2,0,1,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,7,7010,7013,3,5,0,0,0
M,LF-LD,5,47,0,2,LF152_,6810,3,5,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,7,7013,7018,5,4,0,0,0
M,LF-LD,5,47,0,2,LF152_,6813,5,4,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,7,7018,7034,16,8,0,0,3
M,LF-LD,5,47,0,2,LF152_,6816,4,0,0,0,0,1,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,8,7034,8626,1592,2,0,1,0
M,LF-LD,5,47,0,2,LF152_,6817,4,0,0,0,0,0,0,,060518_RETRAIN,M,LF-LD,5,47,1,3,LF155_,8,8626,8633,7,3,0,0,0
