Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - ,,Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3
M,LF,5,51,1,4,LF152_,0,0,1,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,0,0,150,150,1,0,0,0
M,LF,5,51,1,4,LF152_,2,1,0,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,0,150,153,3,6,0,0,0
M,LF,5,51,1,4,LF152_,3,1,0,0,0,0,1,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,1,153,245,92,2,0,1,1
M,LF,5,51,1,4,LF152_,14,1,0,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,1,245,252,7,3,0,0,0
M,LF,5,51,1,4,LF152_,150,1,6,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,1,252,255,3,5,0,0,0
M,LF,5,51,1,4,LF152_,153,6,2,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,1,255,260,5,4,0,0,0
M,LF,5,51,1,4,LF152_,245,2,3,2,0,1,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,1,260,308,48,8,0,0,2
M,LF,5,51,1,4,LF152_,248,3,0,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,2,308,830,522,2,0,1,0
M,LF,5,51,1,4,LF152_,251,3,0,0,0,0,1,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,2,830,837,7,3,0,0,0
M,LF,5,51,1,4,LF152_,252,3,5,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,2,837,840,3,5,0,0,0
M,LF,5,51,1,4,LF152_,255,5,4,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,2,840,845,5,4,0,0,0
M,LF,5,51,1,4,LF152_,260,4,8,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,2,845,1071,226,8,0,0,11
M,LF,5,51,1,4,LF152_,271,8,0,0,0,0,0,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,3,1071,2751,1680,2,0,1,0
M,LF,5,51,1,4,LF152_,308,8,2,3,0,0,1,,060718_RETRAIN,M,LF,5,51,1,4,LF152_,3,2751,2758,7,3,0,0,0
