Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - ,A4 - ,,,Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3,
M,LF,5,43,2,1,LF152_,11452,5,4,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,3,1,LF156_,12,11547,11552,5,4,0,0,0,
M,LF,5,43,2,1,LF152_,11457,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,3,1,LF156_,12,11552,11698,146,8,0,0,3,
M,LF,5,43,2,1,LF152_,11471,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,3,1,LF156_,13,11698,12000,302,2,0,0,0,
M,LF,5,43,2,1,LF152_,11472,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,0,0,150,150,1,0,0,0,
M,LF,5,43,2,1,LF152_,11475,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,0,150,153,3,6,0,0,9,
M,LF,5,43,2,1,LF152_,11567,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,1,153,1082,929,2,0,1,0,
M,LF,5,43,2,1,LF152_,11582,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,1,1082,1089,7,3,0,0,0,
M,LF,5,43,2,1,LF152_,11669,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,1,1089,1092,3,5,0,0,0,
M,LF,5,43,2,1,LF152_,11682,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,1,1092,1097,5,4,0,0,0,
M,LF,5,43,2,1,LF152_,12000,2,-1,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,1,1097,1113,16,8,5,0,20,
M,LF,5,43,3,2,LF153_,0,0,1,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,2,1113,2806,1693,2,0,1,0,
M,LF,5,43,3,2,LF153_,150,1,6,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,2,2806,2813,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,153,6,2,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,2,2813,2816,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,254,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,2,2816,2821,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,269,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,2,2821,2823,2,8,0,0,5,
M,LF,5,43,3,2,LF153_,346,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,3,2823,3049,226,2,0,1,0,
M,LF,5,43,3,2,LF153_,364,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,3,3049,3056,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,402,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,3,3056,3059,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,416,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,3,3059,3064,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,799,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,3,3064,3079,15,8,0,0,5,
M,LF,5,43,3,2,LF153_,802,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,4,3079,3304,225,2,0,2,0,
M,LF,5,43,3,2,LF153_,1007,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,4,3304,3311,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1014,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,4,3311,3314,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1017,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,4,3314,3319,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,1022,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,4,3319,3326,7,8,0,0,3,
M,LF,5,43,3,2,LF153_,1029,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3326,3666,340,2,0,2,0,
M,LF,5,43,3,2,LF153_,1043,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3666,3673,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1046,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3673,3676,3,5,0,1,0,
M,LF,5,43,3,2,LF153_,1052,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3676,3681,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,1077,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3681,3692,11,8,0,2,1,
M,LF,5,43,3,2,LF153_,1098,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3692,3699,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1123,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3699,3702,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1128,3,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3702,3707,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,1130,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,5,3707,3753,46,8,0,0,1,
M,LF,5,43,3,2,LF153_,1133,5,4,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,6,3753,4539,786,2,0,1,0,
M,LF,5,43,3,2,LF153_,1138,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,6,4539,4546,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1143,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,6,4546,4549,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1151,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,6,4549,4554,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,1152,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,6,4554,4590,36,8,0,0,1,
M,LF,5,43,3,2,LF153_,1157,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4590,4801,211,2,0,1,0,
M,LF,5,43,3,2,LF153_,1159,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4801,4808,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1161,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4808,4811,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1187,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4811,4816,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,1243,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4816,4842,26,8,0,1,0,
M,LF,5,43,3,2,LF153_,1245,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4842,4849,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1246,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4849,4852,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1247,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4852,4857,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,1272,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4857,4865,8,8,0,1,0,
M,LF,5,43,3,2,LF153_,1279,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4865,4872,7,3,0,1,0,
M,LF,5,43,3,2,LF153_,1280,5,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4872,4875,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1282,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4875,4880,5,4,5,0,0,
M,LF,5,43,3,2,LF153_,1287,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,7,4880,6279,1399,8,0,0,8,
M,LF,5,43,3,2,LF153_,1288,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,8,6279,9158,2879,2,0,1,0,
M,LF,5,43,3,2,LF153_,1315,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,8,9158,9165,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1369,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,8,9165,9168,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1376,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,8,9168,9173,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,1379,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,8,9173,9186,13,8,0,0,10,
M,LF,5,43,3,2,LF153_,1382,4,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9186,9780,594,2,0,1,0,
M,LF,5,43,3,2,LF153_,1384,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9780,9787,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,1391,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9787,9790,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,1442,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9790,9795,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,3121,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9795,9799,4,8,0,1,0,
M,LF,5,43,3,2,LF153_,3127,3,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9799,9806,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,3128,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9806,9809,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,3131,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9809,9814,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,3136,4,8,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,9,9814,9818,4,8,0,0,3,
M,LF,5,43,3,2,LF153_,3199,8,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,10,9818,9949,131,2,0,1,0,
M,LF,5,43,3,2,LF153_,3244,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,10,9949,9956,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,3257,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,10,9956,9959,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,3421,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,10,9959,9964,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,3424,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,10,9964,10006,42,8,0,0,2,
M,LF,5,43,3,2,LF153_,4178,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,11,10006,10112,106,2,0,1,0,
M,LF,5,43,3,2,LF153_,4185,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,11,10112,10119,7,3,0,1,0,
M,LF,5,43,3,2,LF153_,4188,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,11,10119,10122,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,4193,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,11,10122,10127,5,4,4,0,0,
M,LF,5,43,3,2,LF153_,4198,8,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,11,10127,10325,198,8,0,0,1,
M,LF,5,43,3,2,LF153_,4202,8,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,12,10325,10555,230,2,0,2,0,
M,LF,5,43,3,2,LF153_,4209,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,12,10555,10562,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,4210,5,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,12,10562,10565,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,4212,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,12,10565,10570,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,4217,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,12,10570,10613,43,8,0,0,2,
M,LF,5,43,3,2,LF153_,4227,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,13,10613,10714,101,2,0,1,0,
M,LF,5,43,3,2,LF153_,4287,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,13,10714,10721,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,4328,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,13,10721,10724,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,4339,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,13,10724,10729,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,4394,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,13,10729,10744,15,8,1,0,3,
M,LF,5,43,3,2,LF153_,4414,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,10744,11460,716,2,0,1,0,
M,LF,5,43,3,2,LF153_,4451,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11460,11467,7,3,0,1,0,
M,LF,5,43,3,2,LF153_,4461,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11467,11470,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,4475,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11470,11475,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,4484,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11475,11535,60,8,0,1,0,
M,LF,5,43,3,2,LF153_,4607,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11535,11542,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,4608,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11542,11545,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,4609,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11545,11550,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,4612,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,14,11550,11573,23,8,0,0,2,
M,LF,5,43,3,2,LF153_,5577,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,2,LF157_,15,11573,12000,427,2,0,0,1,
M,LF,5,43,3,2,LF153_,5584,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,0,0,150,150,1,0,0,0,
M,LF,5,43,3,2,LF153_,5587,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,0,150,153,3,6,0,0,2,
M,LF,5,43,3,2,LF153_,5592,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,1,153,1664,1511,2,0,1,0,
M,LF,5,43,3,2,LF153_,5597,8,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,1,1664,1671,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,5601,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,1,1671,1674,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,5647,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,1,1674,1679,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,5791,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,1,1679,1683,4,8,0,0,2,
M,LF,5,43,3,2,LF153_,5798,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,2,1683,1957,274,2,0,1,0,
M,LF,5,43,3,2,LF153_,5801,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,2,1957,1964,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,5806,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,2,1964,1967,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,5812,8,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,2,1967,1972,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,5820,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,2,1972,1993,21,8,0,0,3,
M,LF,5,43,3,2,LF153_,5874,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,3,1993,2413,420,2,0,1,0,
M,LF,5,43,3,2,LF153_,5944,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,3,2413,2420,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,5948,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,3,2420,2423,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,6355,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,3,2423,2428,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,6362,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,3,2428,2454,26,8,0,0,1,
M,LF,5,43,3,2,LF153_,6365,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,4,2454,2643,189,2,0,1,0,
M,LF,5,43,3,2,LF153_,6370,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,4,2643,2650,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,6374,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,4,2650,2653,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,6378,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,4,2653,2658,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,8159,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,4,2658,2673,15,8,0,0,5,
M,LF,5,43,3,2,LF153_,8166,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,5,2673,6221,3548,2,0,1,0,
M,LF,5,43,3,2,LF153_,8169,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,5,6221,6228,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,8174,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,5,6228,6231,3,5,0,0,1,
M,LF,5,43,3,2,LF153_,8184,8,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,5,6231,6236,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,8185,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,5,6236,6252,16,8,0,0,7,
M,LF,5,43,3,2,LF153_,8207,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,6,6252,7795,1543,2,0,1,0,
M,LF,5,43,3,2,LF153_,8244,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,6,7795,7802,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,8311,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,6,7802,7805,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,8450,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,6,7805,7810,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,8460,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,6,7810,7812,2,8,0,0,3,
M,LF,5,43,3,2,LF153_,9417,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,1,3,LF160_,7,7812,12000,4188,2,0,0,0,
M,LF,5,43,3,2,LF153_,9423,3,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,0,0,150,150,1,0,0,0,
M,LF,5,43,3,2,LF153_,9424,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,0,150,153,3,6,0,0,0,
M,LF,5,43,3,2,LF153_,9427,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,1,153,384,231,2,0,1,0,
M,LF,5,43,3,2,LF153_,9432,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,1,384,391,7,3,0,0,0,
M,LF,5,43,3,2,LF153_,9441,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,1,391,394,3,5,0,0,0,
M,LF,5,43,3,2,LF153_,9457,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,1,394,399,5,4,0,0,0,
M,LF,5,43,3,2,LF153_,9482,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,1,399,401,2,8,0,0,3,
M,LF,5,43,3,2,LF153_,9483,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,2,401,784,383,2,0,1,0,
M,LF,5,43,3,2,LF153_,12000,2,-1,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,2,784,791,7,3,0,1,0,
M,LF,5,43,0,2,LF154_,0,0,1,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,2,791,794,3,5,0,1,0,
M,LF,5,43,0,2,LF154_,150,1,6,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,2,794,799,5,4,0,0,0,
M,LF,5,43,0,2,LF154_,153,6,2,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,2,799,806,7,8,4,0,2,
M,LF,5,43,0,2,LF154_,440,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,3,806,1367,561,2,0,1,0,
M,LF,5,43,0,2,LF154_,459,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,3,1367,1374,7,3,0,0,0,
M,LF,5,43,0,2,LF154_,490,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,3,1374,1377,3,5,0,0,0,
M,LF,5,43,0,2,LF154_,526,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,3,1377,1382,5,4,0,0,0,
M,LF,5,43,0,2,LF154_,527,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,3,1382,1386,4,8,0,0,1,
M,LF,5,43,0,2,LF154_,528,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,4,1386,4016,2630,2,0,1,0,
M,LF,5,43,0,2,LF154_,550,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,4,4016,4023,7,3,0,0,0,
M,LF,5,43,0,2,LF154_,551,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,4,4023,4026,3,5,0,0,1,
M,LF,5,43,0,2,LF154_,1142,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,4,4026,4031,5,4,0,0,0,
M,LF,5,43,0,2,LF154_,1149,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,4,4031,4104,73,8,0,0,2,
M,LF,5,43,0,2,LF154_,1152,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,5,4104,4536,432,2,0,1,0,
M,LF,5,43,0,2,LF154_,1157,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,5,4536,4543,7,3,0,0,0,
M,LF,5,43,0,2,LF154_,1162,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,5,4543,4546,3,5,0,0,0,
M,LF,5,43,0,2,LF154_,1177,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,5,4546,4551,5,4,0,0,0,
M,LF,5,43,0,2,LF154_,1202,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,5,4551,4553,2,8,11,0,1,
M,LF,5,43,0,2,LF154_,1221,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,6,4553,6566,2013,2,0,1,0,
M,LF,5,43,0,2,LF154_,1329,2,3,2,0,1,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,6,6566,6573,7,3,0,0,0,
M,LF,5,43,0,2,LF154_,1336,3,5,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,6,6573,6576,3,5,0,0,1,
M,LF,5,43,0,2,LF154_,1339,5,4,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,6,6576,6581,5,4,0,0,0,
M,LF,5,43,0,2,LF154_,1344,4,8,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,6,6581,6583,2,8,0,0,4,
M,LF,5,43,0,2,LF154_,1346,8,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,7,6583,6840,257,2,0,1,0,
M,LF,5,43,0,2,LF154_,1355,8,2,3,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,7,6840,6847,7,3,0,0,0,
M,LF,5,43,0,2,LF154_,1376,2,0,0,0,0,0,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,7,6847,6850,3,5,0,0,0,
M,LF,5,43,0,2,LF154_,1377,2,0,0,0,0,1,0,,,060318_RETRAIN,M,LF,5,43,2,3,LF161_,7,6850,6855,5,4,0,0,0,
