Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - ,,Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3
M,KM,5,108,3,3,LF270_,0,0,1,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,0,0,150,150,1,0,0,0
M,KM,5,108,3,3,LF270_,73,1,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,0,150,153,3,6,6,0,4
M,KM,5,108,3,3,LF270_,76,1,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,1,153,2259,2106,2,0,2,0
M,KM,5,108,3,3,LF270_,150,1,6,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,1,2259,2266,7,3,0,0,0
M,KM,5,108,3,3,LF270_,153,6,2,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,1,2266,2269,3,5,0,0,0
M,KM,5,108,3,3,LF270_,158,2,0,0,1,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,1,2269,2274,5,4,0,0,0
M,KM,5,108,3,3,LF270_,170,2,0,0,1,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,1,2274,2286,12,8,0,0,8
M,KM,5,108,3,3,LF270_,176,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2286,2936,650,2,0,1,1
M,KM,5,108,3,3,LF270_,177,2,0,0,1,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2936,2943,7,3,0,0,0
M,KM,5,108,3,3,LF270_,179,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2943,2946,3,5,0,0,0
M,KM,5,108,3,3,LF270_,181,2,0,0,1,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2946,2951,5,4,0,0,0
M,KM,5,108,3,3,LF270_,182,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2951,2964,13,8,0,1,0
M,KM,5,108,3,3,LF270_,197,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2964,2971,7,3,0,0,0
M,KM,5,108,3,3,LF270_,201,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2971,2974,3,5,0,0,0
M,KM,5,108,3,3,LF270_,202,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2974,2979,5,4,0,0,0
M,KM,5,108,3,3,LF270_,220,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,2,2979,3024,45,8,0,0,4
M,KM,5,108,3,3,LF270_,708,2,0,0,1,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,3,3024,3390,366,2,0,1,0
M,KM,5,108,3,3,LF270_,710,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,3,3390,3397,7,3,0,0,0
M,KM,5,108,3,3,LF270_,812,2,0,0,1,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,3,3397,3400,3,5,0,0,1
M,KM,5,108,3,3,LF270_,822,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,3,3400,3405,5,4,0,0,0
M,KM,5,108,3,3,LF270_,830,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,3,3405,3486,81,8,0,0,1
M,KM,5,108,3,3,LF270_,832,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,4,3486,3511,25,2,0,1,0
M,KM,5,108,3,3,LF270_,908,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,4,3511,3518,7,3,0,0,0
M,KM,5,108,3,3,LF270_,911,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,4,3518,3521,3,5,0,0,1
M,KM,5,108,3,3,LF270_,2259,2,3,2,0,1,0,,111118 retrain,M,KM,5,108,3,3,LF270_,4,3521,3526,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2264,3,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,4,3526,3585,59,8,0,0,1
M,KM,5,108,3,3,LF270_,2265,3,0,0,0,1,0,,111118 retrain,M,KM,5,108,3,3,LF270_,5,3585,3632,47,2,0,2,0
M,KM,5,108,3,3,LF270_,2266,3,5,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,5,3632,3639,7,3,0,0,0
M,KM,5,108,3,3,LF270_,2267,5,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,5,3639,3642,3,5,0,0,0
M,KM,5,108,3,3,LF270_,2269,5,4,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,5,3642,3647,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2274,4,8,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,5,3647,3682,35,8,0,0,1
M,KM,5,108,3,3,LF270_,2286,8,2,3,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3682,3742,60,2,0,1,0
M,KM,5,108,3,3,LF270_,2294,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3742,3749,7,3,0,0,0
M,KM,5,108,3,3,LF270_,2354,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3749,3752,3,5,0,0,1
M,KM,5,108,3,3,LF270_,2368,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3752,3757,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2438,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3757,3878,121,8,0,1,0
M,KM,5,108,3,3,LF270_,2475,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3878,3885,7,3,0,0,0
M,KM,5,108,3,3,LF270_,2517,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3885,3888,3,5,0,0,0
M,KM,5,108,3,3,LF270_,2614,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3888,3893,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2615,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,6,3893,3920,27,8,0,0,1
M,KM,5,108,3,3,LF270_,2619,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,3920,3988,68,2,0,1,0
M,KM,5,108,3,3,LF270_,2623,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,7,3988,3995,7,3,0,0,0
M,KM,5,108,3,3,LF270_,2628,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,3995,3998,3,5,0,0,0
M,KM,5,108,3,3,LF270_,2630,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,7,3998,4003,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2663,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4003,4013,10,8,0,1,0
M,KM,5,108,3,3,LF270_,2927,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4013,4020,7,3,0,1,0
M,KM,5,108,3,3,LF270_,2929,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4020,4023,3,5,0,0,1
M,KM,5,108,3,3,LF270_,2936,2,3,2,0,1,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4023,4028,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2939,3,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4028,4181,153,8,0,2,0
M,KM,5,108,3,3,LF270_,2941,3,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4181,4188,7,3,0,0,0
M,KM,5,108,3,3,LF270_,2943,3,5,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4188,4191,3,5,0,0,0
M,KM,5,108,3,3,LF270_,2946,5,4,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4191,4196,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2951,4,8,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,7,4196,4253,57,8,0,0,1
M,KM,5,108,3,3,LF270_,2961,8,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4253,4333,80,2,0,1,0
M,KM,5,108,3,3,LF270_,2964,8,3,2,0,1,0,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4333,4340,7,3,0,0,0
M,KM,5,108,3,3,LF270_,2966,3,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4340,4343,3,5,0,0,1
M,KM,5,108,3,3,LF270_,2971,3,5,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4343,4348,5,4,0,0,0
M,KM,5,108,3,3,LF270_,2974,5,4,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4348,4405,57,8,0,1,0
M,KM,5,108,3,3,LF270_,2979,4,8,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4405,4412,7,3,0,0,0
M,KM,5,108,3,3,LF270_,3024,8,2,3,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4412,4415,3,5,0,0,1
M,KM,5,108,3,3,LF270_,3035,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4415,4420,5,4,0,0,0
M,KM,5,108,3,3,LF270_,3092,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,8,4420,4500,80,8,0,0,1
M,KM,5,108,3,3,LF270_,3103,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,9,4500,4515,15,2,0,1,0
M,KM,5,108,3,3,LF270_,3168,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,9,4515,4522,7,3,0,0,0
M,KM,5,108,3,3,LF270_,3189,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,9,4522,4525,3,5,0,0,0
M,KM,5,108,3,3,LF270_,3284,2,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,9,4525,4530,5,4,0,0,0
M,KM,5,108,3,3,LF270_,3291,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,9,4530,4543,13,8,0,0,1
M,KM,5,108,3,3,LF270_,3390,2,3,2,0,1,0,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4543,4648,105,2,0,1,0
M,KM,5,108,3,3,LF270_,3393,3,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4648,4655,7,3,0,1,0
M,KM,5,108,3,3,LF270_,3397,3,5,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4655,4658,3,5,0,0,0
M,KM,5,108,3,3,LF270_,3400,5,4,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4658,4663,5,4,0,0,0
M,KM,5,108,3,3,LF270_,3401,4,0,0,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4663,4677,14,8,0,1,0
M,KM,5,108,3,3,LF270_,3405,4,8,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4677,4684,7,3,0,0,0
M,KM,5,108,3,3,LF270_,3434,8,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4684,4687,3,5,0,0,1
M,KM,5,108,3,3,LF270_,3486,8,2,3,0,0,1,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4687,4692,5,4,0,0,0
M,KM,5,108,3,3,LF270_,3496,2,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,10,4692,4809,117,8,0,0,1
M,KM,5,108,3,3,LF270_,3511,2,3,2,0,1,0,,111118 retrain,M,KM,5,108,3,3,LF270_,11,4809,5231,422,2,0,1,0
M,KM,5,108,3,3,LF270_,3513,3,0,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,11,5231,5238,7,3,0,0,0
M,KM,5,108,3,3,LF270_,3518,3,5,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,11,5238,5241,3,5,0,0,0
M,KM,5,108,3,3,LF270_,3521,5,4,0,0,0,0,,111118 retrain,M,KM,5,108,3,3,LF270_,11,5241,5246,5,4,0,0,0
