Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3,,Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - 
052718_lever train,M,LF,5,29,2,3,LF152_,0,0,150,150,1,0,0,0,,M,LF,5,29,2,3,LF152_,0,0,1,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,0,150,153,3,6,0,0,5,,M,LF,5,29,2,3,LF152_,150,1,6,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,1,153,551,398,2,0,1,0,,M,LF,5,29,2,3,LF152_,153,6,2,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,1,551,558,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,413,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,1,558,561,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,423,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,1,561,566,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,440,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,1,566,570,4,8,0,0,3,,M,LF,5,29,2,3,LF152_,468,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,2,570,687,117,2,0,1,0,,M,LF,5,29,2,3,LF152_,474,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,2,687,694,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,509,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,2,694,697,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,531,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,2,697,702,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,534,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,2,702,710,8,8,0,3,0,,M,LF,5,29,2,3,LF152_,551,2,3,2,0,1,0
052718_lever train,M,LF,5,29,2,3,LF152_,2,710,717,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,553,3,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,2,717,720,3,5,0,0,1,,M,LF,5,29,2,3,LF152_,558,3,5,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,2,720,725,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,561,5,4,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,2,725,781,56,8,0,0,19,,M,LF,5,29,2,3,LF152_,566,4,8,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,3,781,971,190,2,0,1,0,,M,LF,5,29,2,3,LF152_,570,8,2,3,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,3,971,978,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,596,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,3,978,981,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,599,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,3,981,986,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,604,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,3,986,1001,15,8,2,0,4,,M,LF,5,29,2,3,LF152_,632,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,4,1001,1463,462,2,0,1,0,,M,LF,5,29,2,3,LF152_,687,2,3,2,0,1,0
052718_lever train,M,LF,5,29,2,3,LF152_,4,1463,1470,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,694,3,5,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,4,1470,1473,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,697,5,4,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,4,1473,1478,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,702,4,8,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,4,1478,1484,6,8,0,0,2,,M,LF,5,29,2,3,LF152_,709,8,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,5,1484,1575,91,2,0,1,0,,M,LF,5,29,2,3,LF152_,710,8,3,2,0,1,0
052718_lever train,M,LF,5,29,2,3,LF152_,5,1575,1582,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,714,3,0,0,0,1,0
052718_lever train,M,LF,5,29,2,3,LF152_,5,1582,1585,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,715,3,0,0,0,1,0
052718_lever train,M,LF,5,29,2,3,LF152_,5,1585,1590,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,717,3,5,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,5,1590,1593,3,8,0,0,1,,M,LF,5,29,2,3,LF152_,720,5,4,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,6,1593,1636,43,2,0,1,0,,M,LF,5,29,2,3,LF152_,722,4,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,6,1636,1643,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,725,4,8,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,6,1643,1646,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,778,8,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,6,1646,1651,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,781,8,2,3,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,6,1651,1653,2,8,0,0,1,,M,LF,5,29,2,3,LF152_,782,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,7,1653,1685,32,2,0,1,0,,M,LF,5,29,2,3,LF152_,783,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,7,1685,1692,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,784,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,7,1692,1695,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,785,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,7,1695,1700,5,4,0,1,0,,M,LF,5,29,2,3,LF152_,786,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,7,1700,1702,2,8,0,0,14,,M,LF,5,29,2,3,LF152_,787,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,8,1702,2258,556,2,0,1,0,,M,LF,5,29,2,3,LF152_,789,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,8,2258,2265,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,790,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,8,2265,2268,3,5,0,0,0,,M,LF,5,29,2,3,LF152_,791,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,8,2268,2273,5,4,0,0,0,,M,LF,5,29,2,3,LF152_,792,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,8,2273,2280,7,8,0,0,2,,M,LF,5,29,2,3,LF152_,793,2,0,0,0,0,0
052718_lever train,M,LF,5,29,2,3,LF152_,9,2280,2425,145,2,0,1,0,,M,LF,5,29,2,3,LF152_,794,2,0,0,0,0,1
052718_lever train,M,LF,5,29,2,3,LF152_,9,2425,2432,7,3,0,0,0,,M,LF,5,29,2,3,LF152_,795,2,0,0,0,0,0
