Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3,,Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - 
052618_lever train,M,LF,5,28,3,3,LF152_,0,0,150,150,1,0,0,0,,M,LF,5,28,3,3,LF152_,0,0,1,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,0,150,153,3,6,0,0,2,,M,LF,5,28,3,3,LF152_,76,1,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,1,153,835,682,2,0,1,0,,M,LF,5,28,3,3,LF152_,77,1,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,1,835,842,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,100,1,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,1,842,845,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,101,1,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,1,845,850,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,102,1,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,1,850,856,6,8,2,0,5,,M,LF,5,28,3,3,LF152_,103,1,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,2,856,2812,1956,2,0,1,0,,M,LF,5,28,3,3,LF152_,104,1,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,2,2812,2819,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,105,1,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,2,2819,2822,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,106,1,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,2,2822,2827,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,114,1,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,2,2827,2831,4,8,0,0,2,,M,LF,5,28,3,3,LF152_,150,1,6,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,3,2831,2996,165,2,0,1,0,,M,LF,5,28,3,3,LF152_,153,6,2,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,3,2996,3003,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,203,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,3,3003,3006,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,535,2,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,3,3006,3011,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,541,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,3,3011,3012,1,8,0,1,1,,M,LF,5,28,3,3,LF152_,835,2,3,2,0,1,0
052618_lever train,M,LF,5,28,3,3,LF152_,3,3012,3019,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,842,3,5,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,3,3019,3022,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,845,5,4,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,3,3022,3027,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,850,4,8,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,3,3027,3082,55,8,0,0,1,,M,LF,5,28,3,3,LF152_,856,8,2,3,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,4,3082,3488,406,2,0,1,0,,M,LF,5,28,3,3,LF152_,866,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,4,3488,3495,7,3,0,0,1,,M,LF,5,28,3,3,LF152_,867,2,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,4,3495,3498,3,5,0,0,1,,M,LF,5,28,3,3,LF152_,873,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,4,3498,3503,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,1776,2,0,0,1,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,4,3503,3510,7,8,0,0,18,,M,LF,5,28,3,3,LF152_,1777,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,5,3510,6291,2781,2,0,1,0,,M,LF,5,28,3,3,LF152_,2264,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,5,6291,6298,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,2284,2,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,5,6298,6301,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,2300,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,5,6301,6306,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,2523,2,0,0,1,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,5,6306,6338,32,8,2,0,3,,M,LF,5,28,3,3,LF152_,2525,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,6,6338,7472,1134,2,0,1,0,,M,LF,5,28,3,3,LF152_,2656,2,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,6,7472,7479,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,2661,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,6,7479,7482,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,2715,2,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,6,7482,7487,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,2719,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,6,7487,7492,5,8,0,0,1,,M,LF,5,28,3,3,LF152_,2812,2,3,2,0,1,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7492,7644,152,2,0,1,0,,M,LF,5,28,3,3,LF152_,2819,3,5,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7644,7651,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,2822,5,4,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7651,7654,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,2825,4,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7654,7659,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,2827,4,8,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7659,7749,90,8,0,1,0,,M,LF,5,28,3,3,LF152_,2831,8,2,3,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,7,7749,7756,7,3,0,0,0,,M,LF,5,28,3,3,LF152_,2842,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7756,7759,3,5,0,0,0,,M,LF,5,28,3,3,LF152_,2877,2,0,0,0,0,1
052618_lever train,M,LF,5,28,3,3,LF152_,7,7759,7764,5,4,0,0,0,,M,LF,5,28,3,3,LF152_,2901,2,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7764,7795,31,8,0,1,0,,M,LF,5,28,3,3,LF152_,2996,2,3,2,0,1,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7795,7802,7,3,0,1,0,,M,LF,5,28,3,3,LF152_,2997,3,0,0,0,0,0
052618_lever train,M,LF,5,28,3,3,LF152_,7,7802,7805,3,5,0,1,0,,M,LF,5,28,3,3,LF152_,3003,3,5,0,0,0,0
