Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3,,Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - 
052818_lever train,M,LF,5,30,0,3,LF152_,0,0,150,150,1,0,0,0,,M,LF,5,30,0,3,LF152_,0,0,1,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,0,150,153,3,6,0,0,0,,M,LF,5,30,0,3,LF152_,150,1,6,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,1,153,155,2,2,0,2,0,,M,LF,5,30,0,3,LF152_,153,6,2,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,1,155,162,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,155,2,3,2,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,1,162,165,3,5,0,1,0,,M,LF,5,30,0,3,LF152_,156,3,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,1,165,170,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,157,3,0,0,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,1,170,189,19,8,1,0,4,,M,LF,5,30,0,3,LF152_,158,3,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,2,189,1001,812,2,0,2,0,,M,LF,5,30,0,3,LF152_,162,3,5,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,2,1001,1008,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,165,5,4,0,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,2,1008,1011,3,5,0,0,0,,M,LF,5,30,0,3,LF152_,170,4,8,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,2,1011,1016,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,174,8,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,2,1016,1024,8,8,0,0,2,,M,LF,5,30,0,3,LF152_,189,8,2,3,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,3,1024,1088,64,2,0,1,0,,M,LF,5,30,0,3,LF152_,204,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,3,1088,1095,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,205,2,0,0,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,3,1095,1098,3,5,0,0,0,,M,LF,5,30,0,3,LF152_,222,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,3,1098,1103,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,415,2,0,0,1,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,3,1103,1110,7,8,1,0,3,,M,LF,5,30,0,3,LF152_,981,2,0,0,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,4,1110,1209,99,2,0,1,0,,M,LF,5,30,0,3,LF152_,983,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,4,1209,1216,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,985,2,0,0,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,4,1216,1219,3,5,0,1,0,,M,LF,5,30,0,3,LF152_,991,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,4,1219,1224,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,1001,2,3,2,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,4,1224,1230,6,8,0,0,1,,M,LF,5,30,0,3,LF152_,1006,3,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,5,1230,1253,23,2,0,2,0,,M,LF,5,30,0,3,LF152_,1007,3,0,0,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,5,1253,1260,7,3,0,1,0,,M,LF,5,30,0,3,LF152_,1008,3,5,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,5,1260,1263,3,5,0,0,0,,M,LF,5,30,0,3,LF152_,1009,5,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,5,1263,1268,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,1011,5,4,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,5,1268,1337,69,8,0,0,1,,M,LF,5,30,0,3,LF152_,1016,4,8,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1337,1438,101,2,0,1,0,,M,LF,5,30,0,3,LF152_,1024,8,2,3,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,6,1438,1445,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,1034,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1445,1448,3,5,0,0,0,,M,LF,5,30,0,3,LF152_,1038,2,0,0,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,6,1448,1453,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,1058,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1453,1490,37,8,0,2,0,,M,LF,5,30,0,3,LF152_,1088,2,3,2,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1490,1497,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,1090,3,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1497,1500,3,5,0,0,0,,M,LF,5,30,0,3,LF152_,1095,3,5,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1500,1505,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,1098,5,4,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1505,1535,30,8,0,1,0,,M,LF,5,30,0,3,LF152_,1103,4,8,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1535,1542,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,1110,8,2,3,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,6,1542,1545,3,5,0,1,0,,M,LF,5,30,0,3,LF152_,1120,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,6,1545,1550,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,1121,2,0,0,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,6,1550,1556,6,8,0,0,8,,M,LF,5,30,0,3,LF152_,1122,2,0,0,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,7,1556,1859,303,2,0,1,0,,M,LF,5,30,0,3,LF152_,1123,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,7,1859,1866,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,1208,2,0,0,1,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,7,1866,1869,3,5,0,0,1,,M,LF,5,30,0,3,LF152_,1209,2,3,2,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,7,1869,1874,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,1214,3,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,7,1874,2066,192,8,0,0,1,,M,LF,5,30,0,3,LF152_,1216,3,5,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2066,2082,16,2,0,1,0,,M,LF,5,30,0,3,LF152_,1219,5,4,0,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2082,2089,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,1221,4,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2089,2092,3,5,0,0,0,,M,LF,5,30,0,3,LF152_,1224,4,8,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2092,2097,5,4,0,0,0,,M,LF,5,30,0,3,LF152_,1230,8,2,3,0,0,1
052818_lever train,M,LF,5,30,0,3,LF152_,8,2097,2112,15,8,0,1,0,,M,LF,5,30,0,3,LF152_,1236,2,0,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2112,2119,7,3,0,0,0,,M,LF,5,30,0,3,LF152_,1253,2,3,2,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2119,2122,3,5,0,1,0,,M,LF,5,30,0,3,LF152_,1257,3,0,0,0,1,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2122,2127,5,4,1,0,0,,M,LF,5,30,0,3,LF152_,1260,3,5,0,0,0,0
052818_lever train,M,LF,5,30,0,3,LF152_,8,2127,2179,52,8,0,0,1,,M,LF,5,30,0,3,LF152_,1261,5,0,0,0,0,0
