Filename,Project,UserID,Protocol,Session,Station,Run,Subject,Trial,Time Start,Time Finish,Duration,Enter State,A1,A2,A3,,Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,A1 - ,A2 - ,A3 - 
110518 retrain,M,KMCM,5,95,1,4,LF270_,0,0,150,150,1,0,0,0,,M,KMCM,5,95,1,4,LF270_,0,0,1,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,0,150,153,3,6,0,0,0,,M,KMCM,5,95,1,4,LF270_,150,1,6,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,153,488,335,2,0,0,4,,M,KMCM,5,95,1,4,LF270_,153,6,2,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,488,495,7,3,0,2,0,,M,KMCM,5,95,1,4,LF270_,234,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,495,498,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,247,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,498,503,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,248,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,503,515,12,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,249,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,515,522,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,253,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,522,525,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,460,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,525,530,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,471,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,1,530,552,22,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,488,2,3,2,0,1,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,2,552,629,77,2,0,0,1,,M,KMCM,5,95,1,4,LF270_,491,3,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,2,629,636,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,493,3,0,0,0,1,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,2,636,639,3,5,0,1,0,,M,KMCM,5,95,1,4,LF270_,495,3,5,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,2,639,644,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,498,5,4,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,2,644,773,129,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,503,4,8,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,3,773,2027,1254,2,1,0,6,,M,KMCM,5,95,1,4,LF270_,515,8,3,2,0,1,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,3,2027,2034,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,518,3,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,3,2034,2037,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,522,3,5,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,3,2037,2042,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,525,5,4,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,3,2042,2043,1,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,530,4,8,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,4,2043,2635,592,2,0,0,3,,M,KMCM,5,95,1,4,LF270_,552,8,2,3,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,4,2635,2642,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,593,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,4,2642,2645,3,5,0,0,1,,M,KMCM,5,95,1,4,LF270_,629,2,3,2,0,1,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,4,2645,2650,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,631,3,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,4,2650,2703,53,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,636,3,5,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,5,2703,2756,53,2,0,0,3,,M,KMCM,5,95,1,4,LF270_,637,5,0,0,0,1,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,5,2756,2763,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,639,5,4,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,5,2763,2766,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,644,4,8,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,5,2766,2771,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,656,8,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,5,2771,2772,1,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,773,8,2,3,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,6,2772,2881,109,2,0,0,1,,M,KMCM,5,95,1,4,LF270_,796,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,6,2881,2888,7,3,0,2,0,,M,KMCM,5,95,1,4,LF270_,868,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,6,2888,2891,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,872,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,6,2891,2896,5,4,0,1,0,,M,KMCM,5,95,1,4,LF270_,1608,2,0,0,1,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,6,2896,2916,20,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,1845,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,7,2916,3073,157,2,0,0,1,,M,KMCM,5,95,1,4,LF270_,1847,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,7,3073,3080,7,3,0,2,0,,M,KMCM,5,95,1,4,LF270_,1848,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,7,3080,3083,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,1965,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,7,3083,3088,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,1967,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,7,3088,3096,8,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,1973,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,8,3096,3168,72,2,0,0,1,,M,KMCM,5,95,1,4,LF270_,1983,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,8,3168,3175,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,2027,2,3,2,0,1,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,8,3175,3178,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,2031,3,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,8,3178,3183,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,2034,3,5,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,8,3183,3239,56,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,2037,5,4,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,9,3239,3319,80,2,0,0,1,,M,KMCM,5,95,1,4,LF270_,2042,4,8,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,9,3319,3326,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,2043,8,2,3,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,9,3326,3329,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,2061,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,9,3329,3334,5,4,0,1,0,,M,KMCM,5,95,1,4,LF270_,2093,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,9,3334,3356,22,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,2104,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3356,3428,72,2,0,0,1,,M,KMCM,5,95,1,4,LF270_,2120,2,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3428,3435,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,2136,2,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3435,3438,3,5,0,0,0,,M,KMCM,5,95,1,4,LF270_,2635,2,3,2,0,1,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3438,3443,5,4,0,1,0,,M,KMCM,5,95,1,4,LF270_,2637,3,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3443,3450,7,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,2642,3,5,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3450,3457,7,3,0,4,0,,M,KMCM,5,95,1,4,LF270_,2644,5,0,0,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3457,3460,3,5,0,1,0,,M,KMCM,5,95,1,4,LF270_,2645,5,4,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3460,3465,5,4,0,0,0,,M,KMCM,5,95,1,4,LF270_,2650,4,8,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,10,3465,3477,12,8,0,0,0,,M,KMCM,5,95,1,4,LF270_,2666,8,0,0,0,0,0
110518 retrain,M,KMCM,5,95,1,4,LF270_,11,3477,3557,80,2,0,0,1,,M,KMCM,5,95,1,4,LF270_,2703,8,2,3,0,0,1
110518 retrain,M,KMCM,5,95,1,4,LF270_,11,3557,3564,7,3,0,1,0,,M,KMCM,5,95,1,4,LF270_,2704,2,0,0,0,0,1
